version,category,case_id,image_path,mask_path,width,height,threshold_percent,tp,fp,fn,tn,mIoU_percent,mDice_percent,background_IoU_percent,background_Dice_percent,forgery_IoU_percent,forgery_Dice_percent,accuracy_percent,false_positive_rate_percent,det_score,det_pred_label,det_correct
v1.0.1,imd2020,imd2020/tp_imd2020_c8yjv4u_0_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_c8yjv4u_0_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_c8yjv4u_0_jpg.png,549,732,50.0,0,3043,14024,384801,47.876542,48.915236,95.753083,97.830473,0.0,0.0,95.753083,0.784594,,,
v1.0.1,imd2020,imd2020/tp_imd2020_c8ynnae_0_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_c8ynnae_0_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_c8ynnae_0_jpg.png,453,604,50.0,69,2722,5127,265694,49.001024,50.136116,97.130616,98.544425,0.871432,1.727808,97.131339,1.014098,,,
v1.0.1,imd2020,imd2020/tp_imd2020_c8zefoe_0_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/images/test/tp_imd2020_c8zefoe_0_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/imd2020/annotations/test/tp_imd2020_c8zefoe_0_jpg.png,1200,704,50.0,0,3895,43796,797109,47.177379,48.547697,94.354759,97.095393,0.0,0.0,94.354759,0.486265,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000000943_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000000943_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000000943_tif.png,640,360,50.0,10400,465,5372,214163,80.69903,88.371223,97.346818,98.655574,64.051241,78.086872,97.46658,0.216654,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000001596_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000001596_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000001596_tif.png,500,419,50.0,0,0,1124,208376,49.731742,49.86551,99.463484,99.731021,0.0,0.0,99.463484,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000002614_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000002614_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000002614_tif.png,640,427,50.0,8190,3073,2044,259973,79.808133,87.611064,98.069712,99.02545,61.546554,76.196679,98.127561,1.168237,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000003488_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000003488_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000003488_tif.png,500,333,50.0,648,14,494,165344,77.874533,85.843486,99.693703,99.846617,56.055363,71.840355,99.694895,0.008466,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000005210_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000005210_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000005210_tif.png,640,426,50.0,0,0,274,272366,49.949751,49.974863,99.899501,99.949725,0.0,0.0,99.899501,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000005699_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000005699_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000005699_tif.png,600,400,50.0,0,0,480,239520,49.9,49.94995,99.8,99.8999,0.0,0.0,99.8,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000008119_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000008119_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000008119_tif.png,640,480,50.0,0,0,320,306880,49.947917,49.973945,99.895833,99.94789,0.0,0.0,99.895833,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000009960_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000009960_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000009960_tif.png,640,427,50.0,0,0,454,272826,49.916935,49.958433,99.83387,99.916866,0.0,0.0,99.83387,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000010779_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000010779_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000010779_tif.png,532,640,50.0,9204,621,9917,320738,71.720191,80.989028,96.818967,98.383777,46.621416,63.594279,96.904958,0.193242,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000011075_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000011075_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000011075_tif.png,640,480,50.0,83936,4742,6574,211948,91.525748,95.542366,94.931561,97.399888,88.119934,93.684845,96.316406,2.18838,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000011831_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000011831_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000011831_tif.png,640,427,50.0,0,0,2658,270622,49.513686,49.755655,99.027371,99.511309,0.0,0.0,99.027371,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000012927_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000012927_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000012927_tif.png,640,425,50.0,2212,1551,6758,261479,58.972396,66.590184,96.920174,98.436003,21.024617,34.744365,96.945221,0.589667,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000016359_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000016359_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000016359_tif.png,640,383,50.0,3144,63,3069,238844,74.40063,83.050103,98.705657,99.348613,50.095602,66.751592,98.722258,0.02637,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000017474_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000017474_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000017474_tif.png,640,427,50.0,0,0,256,273024,49.953162,49.97657,99.906323,99.95314,0.0,0.0,99.906323,0.0,,,
v1.0.1,inpainting,inpainting/tp_inpaint_0_000000018290_tif,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/images/test/tp_inpaint_0_000000018290_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/inpainting/annotations/test/tp_inpaint_0_000000018290_tif.png,640,379,50.0,111,9,323,242117,62.459749,70.001844,99.863064,99.931485,25.056433,40.072202,99.863127,0.003717,,,
v1.0.1,splicing,splicing/tp_splice1_10007_000000130973_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10007_000000130973_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10007_000000130973_tif.png,640,427,50.0,0,0,4134,269146,49.243633,49.618934,98.487266,99.237868,0.0,0.0,98.487266,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10046_000000517430_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10046_000000517430_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10046_000000517430_tif.png,640,480,50.0,0,0,599,306601,49.902507,49.951206,99.805013,99.902411,0.0,0.0,99.805013,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10059_000000578306_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10059_000000578306_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10059_000000578306_tif.png,640,427,50.0,0,0,1679,271601,49.692806,49.84593,99.385612,99.691859,0.0,0.0,99.385612,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10102_000000389655_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10102_000000389655_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10102_000000389655_tif.png,640,428,50.0,0,0,5464,268456,49.002629,49.49629,98.005257,98.992581,0.0,0.0,98.005257,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10147_000000365623_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10147_000000365623_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10147_000000365623_tif.png,640,480,50.0,0,0,9025,298175,48.531087,49.254594,97.062174,98.509189,0.0,0.0,97.062174,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10176_000000008547_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10176_000000008547_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10176_000000008547_tif.png,640,419,50.0,0,0,2652,265508,49.505519,49.751531,99.011038,99.503062,0.0,0.0,99.011038,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10267_000000553552_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10267_000000553552_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10267_000000553552_tif.png,640,430,50.0,0,0,1598,273602,49.709666,49.85441,99.419331,99.70882,0.0,0.0,99.419331,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_1028_000000424348_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_1028_000000424348_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_1028_000000424348_tif.png,640,512,50.0,0,0,3839,323841,49.414215,49.705382,98.82843,99.410763,0.0,0.0,98.82843,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10311_000000553908_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10311_000000553908_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10311_000000553908_tif.png,497,640,50.0,0,0,670,317410,49.894681,49.947285,99.789361,99.89457,0.0,0.0,99.789361,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10314_000000269103_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10314_000000269103_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10314_000000269103_tif.png,640,480,50.0,0,0,994,306206,49.838216,49.918977,99.676432,99.837954,0.0,0.0,99.676432,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_1032_000000410356_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_1032_000000410356_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_1032_000000410356_tif.png,640,360,50.0,0,0,4498,225902,49.023872,49.507125,98.047743,99.014249,0.0,0.0,98.047743,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10380_000000465395_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10380_000000465395_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10380_000000465395_tif.png,640,429,50.0,0,0,710,273850,49.870702,49.935267,99.741404,99.870535,0.0,0.0,99.741404,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10386_000000480983_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10386_000000480983_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10386_000000480983_tif.png,640,426,50.0,0,0,4253,268387,49.220034,49.606951,98.440067,99.213902,0.0,0.0,98.440067,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10397_000000032562_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10397_000000032562_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10397_000000032562_tif.png,640,427,50.0,0,0,6187,267093,48.868011,49.427525,97.736022,98.85505,0.0,0.0,97.736022,0.0,,,
v1.0.1,splicing,splicing/tp_splice1_10450_000000031497_tif,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/images/test/tp_splice1_10450_000000031497_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/splicing/annotations/test/tp_splice1_10450_000000031497_tif.png,640,412,50.0,0,0,2815,260865,49.466209,49.731672,98.932418,99.463344,0.0,0.0,98.932418,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000036_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000036_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000036_jpg.png,481,640,50.0,0,0,0,307840,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000092_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000092_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000092_jpg.png,640,427,50.0,0,0,0,273280,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000247_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000247_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000247_jpg.png,640,424,50.0,0,0,0,271360,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000263_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000263_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000263_jpg.png,591,640,50.0,0,0,0,378240,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000322_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000322_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000322_jpg.png,640,481,50.0,0,666,0,307174,49.891827,49.945855,99.783654,99.89171,0.0,0.0,99.783654,0.216346,,,
v1.0.2,authentic,authentic/au_usb_000000000359_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000359_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000359_jpg.png,500,332,50.0,0,0,0,166000,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000360_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000360_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000360_jpg.png,500,375,50.0,0,0,0,187500,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000488_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000488_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000488_jpg.png,640,406,50.0,0,0,0,259840,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000529_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000529_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000529_jpg.png,427,640,50.0,0,0,0,273280,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000532_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000532_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000532_jpg.png,640,480,50.0,0,0,0,307200,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000612_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000612_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000612_jpg.png,640,480,50.0,0,0,0,307200,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000650_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000650_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000650_jpg.png,640,427,50.0,0,0,0,273280,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000656_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000656_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000656_jpg.png,640,472,50.0,0,0,0,302080,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000693_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000693_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000693_jpg.png,640,428,50.0,0,0,0,273920,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,authentic,authentic/au_usb_000000000801_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/images/test/au_usb_000000000801_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/authentic/annotations/test/au_usb_000000000801_jpg.png,640,360,50.0,0,0,0,230400,100.0,100.0,100.0,100.0,,,100.0,0.0,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_M_N_txt00054_txt00050_10375_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_M_N_txt00054_txt00050_10375_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_M_N_txt00054_txt00050_10375_tif.png,384,256,50.0,9443,11872,43931,33058,25.83742,39.757817,37.201922,54.229447,14.472918,25.286187,43.234253,26.423325,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_B_txt00055_txt00047_11328_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_B_txt00055_txt00047_11328_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_B_txt00055_txt00047_11328_jpg.png,384,256,50.0,417,12470,11786,73631,38.455257,44.591039,75.220407,85.858044,1.690107,3.324033,75.325521,14.482991,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_N_art00001_ani00074_10442_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_art00001_ani00074_10442_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_art00001_ani00074_10442_tif.png,384,256,50.0,1599,4554,53729,38422,21.200696,31.034795,39.731141,56.867983,2.670251,5.201607,40.711466,10.596612,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_N_art00011_art00014_11841_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_art00011_art00014_11841_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_art00011_art00014_11841_jpg.png,384,256,50.0,13550,4579,9275,70900,66.549603,78.635646,83.653869,91.09949,49.445336,66.171803,85.906982,6.066588,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_N_cha00044_cha00043_00364_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_cha00044_cha00043_00364_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_cha00044_cha00043_00364_tif.png,384,256,50.0,0,0,23134,75170,38.233439,43.332142,76.466878,86.664284,0.0,0.0,76.466878,0.0,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_N_cha10122_nat10124_12167_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10124_12167_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10124_12167_jpg.png,518,800,50.0,27078,16201,166036,205085,32.942984,46.07359,52.949484,69.237872,12.936483,22.909308,56.02389,7.321295,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_N_cha10122_nat10139_12166_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10139_12166_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_cha10122_nat10139_12166_jpg.png,518,800,50.0,39993,230,168233,205944,37.095363,51.583177,55.005382,70.972222,19.185344,32.194132,59.347732,0.111556,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CNN_S_N_txt00051_txt00051_10376_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CNN_S_N_txt00051_txt00051_10376_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CNN_S_N_txt00051_txt00051_10376_tif.png,384,256,50.0,5566,10164,39114,43460,28.505996,41.123132,46.863206,63.818852,10.148786,18.427413,49.871826,18.9542,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRD_M_N_nat00048_nat00049_11067_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRD_M_N_nat00048_nat00049_11067_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRD_M_N_nat00048_nat00049_11067_jpg.png,384,256,50.0,0,0,44711,53593,27.258809,35.282461,54.517619,70.564922,0.0,0.0,54.517619,0.0,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRD_S_N_ind00029_ind00088_00444_tif,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRD_S_N_ind00029_ind00088_00444_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRD_S_N_ind00029_ind00088_00444_tif.png,384,256,50.0,17,1721,3808,92758,47.340582,48.858549,94.374638,97.105917,0.306527,0.611181,94.37561,1.821569,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRN_M_N_ani10112_ani00100_11648_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_ani10112_ani00100_11648_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_ani10112_ani00100_11648_jpg.png,384,256,50.0,5540,2398,56591,33775,22.497443,34.597868,36.409599,53.382752,8.585287,15.812984,39.993286,6.629254,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRN_M_N_ani10117_ani00100_11642_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_ani10117_ani00100_11642_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_ani10117_ani00100_11642_jpg.png,384,256,50.0,8824,4317,33032,52131,38.685341,52.85733,58.259946,73.625636,19.110736,32.089023,62.006632,7.647747,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRN_M_N_arc00008_nat10122_11773_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_arc00008_nat10122_11773_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_arc00008_nat10122_11773_jpg.png,384,256,50.0,23229,4653,19695,50727,58.196222,73.12943,67.568432,80.645777,48.824012,65.613084,75.231934,8.40195,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRN_M_N_cha10108_cha00027_11666_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00027_11666_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00027_11666_jpg.png,384,256,50.0,0,0,39698,58606,29.808553,37.350073,59.617106,74.700147,0.0,0.0,59.617106,0.0,,,
v1.0.2,casia,casia/tp_casia_Tp_D_CRN_M_N_cha10108_cha00040_11665_jpg,/home/panuwat/Pictures/Test-Cases/with_mask/casia/images/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00040_11665_jpg.png,/home/panuwat/Pictures/Test-Cases/with_mask/casia/annotations/test/tp_casia_Tp_D_CRN_M_N_cha10108_cha00040_11665_jpg.png,384,256,50.0,0,0,38202,60102,30.569458,37.941745,61.138916,75.883489,0.0,0.0,61.138916,0.0,,,
v1.0.2,copymove,copymove/tp_copymove_0_000000001596_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000001596_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000001596_tif.png,500,419,50.0,0,0,1006,208494,49.759905,49.879663,99.519809,99.759327,0.0,0.0,99.519809,0.0,,,
v1.0.2,copymove,copymove/tp_copymove_0_000000001697_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000001697_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000001697_tif.png,500,375,50.0,0,0,2849,184651,49.240267,49.617225,98.480533,99.234451,0.0,0.0,98.480533,0.0,,,
v1.0.2,copymove,copymove/tp_copymove_0_000000003693_tif,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/images/test/tp_copymove_0_000000003693_tif.png,/home/panuwat/Pictures/Test-Cases/with_mask/copymove/annotations/test/tp_copymove_0_000000003693_tif.png,640,428,50.0,0,0,527,273393,49.903804,49.951856,99.807608,99.903711,0.0,0.0,99.807608,0.0,,,
